	city	type_of_street	name_of_street	number_of_house	type_of_building	num_of_building	year
7811	Москва	ул	Пугачевская 2-я	5	стр	под.	1967
7812	Москва	ул	Раменки	8	к	1	1985
7813	Москва	ул	Селигерская	28			1970
7814	Москва	ул	Синичкина 2-я	22			1976
7815	Москва	ул	Синичкина 2-я	26			1972
7816	Москва	б-р	Сиреневый	37/40	стр	1	1970
7817	Москва	б-р	Сиреневый	39			1962
7818	Москва	б-р	Сиреневый	43А			1964
7819	Москва	б-р	Сиреневый	45			1965
7820	Москва	ул	Скаковая	34	к	4	1977
7821	Москва	ул	Спасская Б.	10	к	1	1978
7822	Москва	ул	Спасская Б.	33			1975
7823	Москва	ул	Теплый Стан	7	к	2	1972
7824	Москва	ул	Фруктовая	3А			1978
7825	Москва	ул	Цюрупы	17			1976
7826	Москва	ул	Черкизовская Б.	3	к	5	1963
7827	Москва	ул	Черкизовская Б.	3	к	6	1963
7828	Москва	ул	Черкизовская Б.	3	к	7	1963
7829	Москва	ул	Черкизовская Б.	5	к	8	1965
7830	Москва	ул	Черкизовская Б.	6	к	3	1964
7831	Москва	ул	Чертановская	1А	к	1	1976
7832	Москва	ш	Щелковское	78			1966
7833	Москва	ш	Щелковское	87	к	1	1970
7834	Москва	ул	Элеваторная	6	к	2	1972
7835	Москва	ул	Элеваторная	6	к	3	1972
7836	Москва	пер	Юрьевский	22	к	2	1968
7837	Москва	пер	Юрьевский	22	к	3	1965
7838	Москва	ул	Парковая 9-я	49	к	2	1964
7839	Москва	пер	Богословский	12	к	А	2011
7840	Москва	ул	Дмитровка Б.	16	к	1	2007
7841	Москва	ш	Дмитровское	151	к	5	1958
7842	Москва	ул	Клязьминская	32			1966
7843	Москва	ул	Клязьминская	32	к	1	1980
7844	Москва	ул	Клязьминская	34			1965
7845	Москва	ул	Клязьминская	36			1967
7846	Москва	ул	Институтская 3-я	17			2002
7847	Москва	ул	Архитектора Власова	20			Не заполнено
7848	Москва	ул	Федора Полетаева	18			1965
7849	Москва	ул	Сельскохозяйственная	16	к	1	2008
7850	Москва	пр-кт	Зеленый	48	к	3	1986
7851	Москва	ул	Велозаводская	3/2			1937
7852	Москва	ул	Велозаводская	9			1951
7853	Москва	ул	Велозаводская	11/1			1953
7854	Москва	ул	Дубровская 1-я	2			1927
7855	Москва	ул	Дубровская 1-я	2А			1928
7856	Москва	ул	Дубровская 1-я	2Б	к	1	1966
7857	Москва	ул	Дубровская 1-я	2Б	к	2	1978
7858	Москва	ул	Дубровская 1-я	4			1927
7859	Москва	ул	Дубровская 1-я	4А			1927
7860	Москва	ул	Дубровская 1-я	4Б			1927
7861	Москва	ул	Дубровская 1-я	6			1927
7862	Москва	ул	Дубровская 1-я	6А			1927
7863	Москва	ул	Дубровская 1-я	6Б			1928
7864	Москва	ул	Дубровская 1-я	8/12			1999
7865	Москва	ул	Дубровская 1-я	8А			1928
7866	Москва	ул	Дубровская 1-я	12			1957
7867	Москва	ул	Дубровская 1-я	13			1958
7868	Москва	ул	Дубровская 1-я	14			1958
7869	Москва	ул	Дубровская 1-я	18			1958
7870	Москва	ул	Кожуховская 5-я	9			1952
7871	Москва	ул	Кожуховская 5-я	11			1972
7872	Москва	ул	Кожуховская 5-я	12			1958
7873	Москва	ул	Кожуховская 5-я	13			1968
7874	Москва	ул	Кожуховская 5-я	14			1955
7875	Москва	ул	Кожуховская 5-я	14	к	1	1972
7876	Москва	ул	Кожуховская 5-я	16			1973
7877	Москва	ул	Кожуховская 5-я	18	к	1	1966
7878	Москва	ул	Кожуховская 5-я	18	к	2	1966
7879	Москва	ул	Кожуховская 5-я	19	к	1	1961
7880	Москва	ул	Кожуховская 5-я	19	к	2	1960
7881	Москва	ул	Кожуховская 5-я	20			1965
7882	Москва	ул	Кожуховская 5-я	21			1956
7883	Москва	ул	Кожуховская 5-я	22	к	1	1966
7884	Москва	ул	Кожуховская 5-я	22	к	2	1968
7885	Москва	ул	Кожуховская 5-я	24	к	1	1952
7886	Москва	ул	Кожуховская 5-я	30	к	1	1966
7887	Москва	ул	Кожуховская 5-я	32	к	1	1959
7888	Москва	ул	Кожуховская 5-я	33			1962
7889	Москва	ул	Кожуховская 5-я	34	к	1	1965
7890	Москва	ул	Кожуховская 5-я	35			1962
7891	Москва	ул	Кожуховская 6-я	4			1951
7892	Москва	ул	Кожуховская 6-я	5			1970
7893	Москва	ул	Кожуховская 6-я	6			1966
7894	Москва	ул	Кожуховская 6-я	10			1967
7895	Москва	ул	Кожуховская 6-я	13			1956
7896	Москва	ул	Кожуховская 6-я	15			1971
7897	Москва	ул	Кожуховская 6-я	16			1963
7898	Москва	ул	Кожуховская 6-я	17			1970
7899	Москва	ул	Кожуховская 6-я	18	к	1	1958
7900	Москва	ул	Кожуховская 6-я	19			1960
7901	Москва	ул	Кожуховская 6-я	21			1966
7902	Москва	ул	Кожуховская 6-я	23			1965
7903	Москва	ул	Кожуховская 6-я	24			1956
7904	Москва	ул	Кожуховская 6-я	25	к	2	1961
7905	Москва	ул	Кожуховская 6-я	27			1958
7906	Москва	ул	Кожуховская 6-я	27	к	2	1961
7907	Москва	ул	Кожуховская 6-я	29Б			1957
7908	Москва	ул	Кожуховская 6-я	31Б			1957
7909	Москва	ул	Кожуховская 7-я	4	к	2	1995
7910	Москва	ул	Кожуховская 7-я	8	к	1	1961
7911	Москва	ул	Кожуховская 7-я	8	к	2	1961
7912	Москва	ул	Кожуховская 7-я	10	к	1	1955
7913	Москва	ул	Кожуховская 7-я	10	к	2	1972
7914	Москва	ул	Кожуховская 7-я	14/1			1959
7915	Москва	ул	Кожуховская 7-я	16			1964
7916	Москва	ул	Кожуховская 7-я	20А			1959
7917	Москва	пер	Крутицкий 3-й	13			1985
7918	Москва	пер	Крутицкий 3-й	15			1961
7919	Москва	ул	Крутицкий Вал	3			1972
7920	Москва	ул	Машиностроения 1-я	2/7	к	1	1939
7921	Москва	ул	Машиностроения 1-я	2/7	к	2	1952
7922	Москва	ул	Машиностроения 1-я	4	к	1	1937
7923	Москва	ул	Машиностроения 1-я	4	к	2	1937
7924	Москва	ул	Машиностроения 1-я	4	к	3	1951
7925	Москва	ул	Машиностроения 1-я	4	к	4	1952
7926	Москва	ул	Машиностроения 2-я	9			1962
7927	Москва	ул	Машиностроения 2-я	9а			1962
7928	Москва	ул	Машиностроения 2-я	9Б			1962
7929	Москва	ул	Машиностроения 2-я	11			1997
7930	Москва	ул	Мельникова	1			Не заполнено
7931	Москва	ул	Мельникова	14			1928
7932	Москва	ул	Мельникова	15/10			1963
7933	Москва	ул	Мельникова	16			1928
7934	Москва	ул	Мельникова	17			1962
7935	Москва	ул	Мельникова	18А			1931
7936	Москва	ул	Мельникова	21			1962
7937	Москва	ул	Мельникова	23			1964
7938	Москва	ул	Мельникова	24			1960
7939	Москва	ул	Мельникова	25			1963
7940	Москва	ул	Мельникова	27			1974
7941	Москва	ул	Новоостаповская	4	к	1	1939
7942	Москва	ул	Новоостаповская	4	к	2	1949
7943	Москва	ул	Новоостаповская	6			1952
7944	Москва	ул	Новоостаповская	8			1959
7945	Москва	ул	Новоостаповская	10А			1957
7946	Москва	ул	Новоостаповская	12А			1961
7947	Москва	ул	Петра Романова	2			1961
7948	Москва	ул	Петра Романова	2	к	2	1960
7949	Москва	ул	Петра Романова	3			2003
7950	Москва	ул	Петра Романова	4			1958
7951	Москва	ул	Петра Романова	4	к	2	1958
7952	Москва	ул	Петра Романова	4	к	3	1959
7953	Москва	ул	Петра Романова	5			1960
7954	Москва	ул	Петра Романова	6			1963
7955	Москва	ул	Петра Романова	6	к	2	1963
7956	Москва	ул	Петра Романова	8			1962
7957	Москва	ул	Петра Романова	9			1950
7958	Москва	ул	Петра Романова	10			1962
7959	Москва	ул	Петра Романова	11			1950
7960	Москва	ул	Петра Романова	12			1953
7961	Москва	ул	Петра Романова	13			1951
7962	Москва	ул	Петра Романова	14			1957
7963	Москва	ул	Петра Романова	17			1950
7964	Москва	ул	Петра Романова	18	к	1	1966
7965	Москва	ул	Петра Романова	19			1949
7966	Москва	ул	Сайкина	1	к	1	1994
7967	Москва	ул	Сайкина	1/2			1952
7968	Москва	ул	Сайкина	7			2001
7969	Москва	ул	Сайкина	9/1			1951
7970	Москва	ул	Сайкина	11/2			1957
7971	Москва	ул	Сайкина	13			1950
7972	Москва	ул	Сайкина	15/7			1957
7973	Москва	ул	Сайкина	21			1957
7974	Москва	ул	Симоновский Вал	7	к	1	1967
7975	Москва	ул	Симоновский Вал	7	к	2	1967
7976	Москва	ул	Симоновский Вал	9			1960
7977	Москва	ул	Симоновский Вал	11/31			1962
7978	Москва	ул	Симоновский Вал	13	к	1	1962
7979	Москва	ул	Симоновский Вал	13	к	2	1966
7980	Москва	ул	Симоновский Вал	15			1961
7981	Москва	ул	Симоновский Вал	17	к	1	1962
7982	Москва	ул	Симоновский Вал	17	к	2	1964
7983	Москва	ул	Симоновский Вал	19			1963
7984	Москва	ул	Трофимова	11			1958
7985	Москва	ул	Трофимова	13			1961
7986	Москва	ул	Трофимова	15			1962
7987	Москва	ул	Трофимова	18			1967
7988	Москва	ул	Трофимова	19	к	1	1961
